generation,best_time,experiment,technique,rep
0,0.06955480575561523,gccflags,AUCBanditMetaTechniqueA,2
1,0.06952691078186035,gccflags,AUCBanditMetaTechniqueA,2
1,0.06924104690551758,gccflags,AUCBanditMetaTechniqueA,2
5,0.06891417503356934,gccflags,AUCBanditMetaTechniqueA,2
7,0.06838083267211914,gccflags,AUCBanditMetaTechniqueA,2
