generation,best_time,experiment,technique,rep
0,0.07715749740600586,mmm,PSO_GA_Bandit,2
0,0.042121171951293945,mmm,PSO_GA_Bandit,2
0,0.0407862663269043,mmm,PSO_GA_Bandit,2
2,0.031426429748535156,mmm,PSO_GA_Bandit,2
2,0.030915498733520508,mmm,PSO_GA_Bandit,2
3,0.028768301010131836,mmm,PSO_GA_Bandit,2
3,0.028563499450683594,mmm,PSO_GA_Bandit,2
