generation,best_time,experiment,technique,rep
0,3922377987368.376,rosenbrock,DifferentialEvolution,1
0,1425255975450.1877,rosenbrock,DifferentialEvolution,1
1,1213625627959.8042,rosenbrock,DifferentialEvolution,1
1,195605211202.32526,rosenbrock,DifferentialEvolution,1
3,2320115829.7065654,rosenbrock,DifferentialEvolution,1
4,10848906.579843549,rosenbrock,DifferentialEvolution,1
7,37940.91122984158,rosenbrock,DifferentialEvolution,1
