generation,best_time,experiment,technique,rep
0,645.0,tsp,PSO_GA_Bandit,3
0,562.0,tsp,PSO_GA_Bandit,3
2,532.0,tsp,PSO_GA_Bandit,3
15,489.0,tsp,PSO_GA_Bandit,3
15,482.0,tsp,PSO_GA_Bandit,3
19,458.0,tsp,PSO_GA_Bandit,3
