generation,best_time,experiment,technique,rep
0,0.5415503978729248,gccflags,PureRandom,2
0,0.5401313304901123,gccflags,PureRandom,2
0,0.06961297988891602,gccflags,PureRandom,2
5,0.0689084529876709,gccflags,PureRandom,2
