generation,best_time,experiment,technique,rep
0,52316140980.92234,rosenbrock,AUCBanditMetaTechniqueA,1
1,3861541113.6572065,rosenbrock,AUCBanditMetaTechniqueA,1
1,10917729.976790875,rosenbrock,AUCBanditMetaTechniqueA,1
3,84548.1392882207,rosenbrock,AUCBanditMetaTechniqueA,1
17,12383.943707608265,rosenbrock,AUCBanditMetaTechniqueA,1
